age,steps_per_day,active_minutes,sedentary_minutes,sleep_hours,sleep_quality,stress_level,workouts_per_week,diet_quality,hydration_liters,bmi,heart_rate_resting,heart_rate_avg,calories_burned,consistency_score,lifestyle_category,fitness_level
21,8757,87,1024,6.07,5.64,6.34,0,6.47,1.59,19.71,63.3,105.5,1500.0,8.77,Sedentary,Moderate
55,5168,51,1099,5.73,6.62,5.85,2,4.32,2.85,29.15,70.6,109.0,1500.0,8.15,Active,Moderate
21,8349,105,929,6.22,3.04,9.07,2,5.68,1.71,21.43,62.3,100.8,1500.0,5.53,Active,Unfit
22,6047,64,1083,5.98,5.59,8.92,4,5.36,3.53,24.79,71.4,107.7,1500.0,6.05,Active,Unfit
58,7425,95,1045,8.0,5.73,7.19,5,2.65,1.75,18.14,67.1,100.0,1500.0,8.89,Athlete,Moderate
61,3784,40,1200,6.67,3.35,7.13,1,8.86,1.0,36.01,75.5,108.9,1500.0,6.78,Sedentary,Unfit
40,6662,83,1046,6.04,6.03,5.89,2,6.59,2.14,27.1,64.6,107.1,1500.0,10.0,Active,Moderate
57,7970,96,1048,8.84,8.85,6.84,6,7.09,2.46,23.38,65.1,126.3,1500.0,8.39,Athlete,Moderate
54,6357,42,1051,5.78,5.71,6.81,2,6.5,4.03,25.54,60.0,91.5,1500.0,7.5,Active,Unfit
28,5509,70,1071,7.23,9.47,1.97,6,8.0,2.85,30.71,65.7,121.8,1500.0,1.95,Athlete,Moderate
28,4479,22,1148,6.63,6.57,7.28,3,3.51,3.9,33.87,71.2,113.6,1500.0,10.0,Active,Unfit
30,8897,82,992,6.43,5.8,9.94,1,3.21,2.68,20.5,62.1,111.6,1500.0,6.11,Sedentary,Moderate
31,4977,23,1119,5.95,5.7,7.41,4,8.02,1.24,21.44,70.9,124.6,1500.0,8.47,Active,Unfit
25,11742,115,1110,7.84,6.75,6.0,5,3.17,1.97,16.0,53.4,97.9,1500.0,8.19,Athlete,Moderate
42,13385,114,1067,7.15,9.08,7.02,1,7.53,3.02,16.0,55.8,85.2,1500.0,8.67,Sedentary,Moderate
35,5978,69,1121,5.27,3.73,8.31,3,2.74,2.62,22.34,74.2,109.6,1500.0,7.35,Active,Unfit
61,1023,49,1102,3.52,4.1,10.0,2,6.46,1.66,35.75,77.5,97.1,1500.0,3.14,Active,Unfit
61,6727,56,1062,6.75,7.44,5.59,6,5.06,3.08,27.37,63.9,126.8,1500.0,8.37,Athlete,Moderate
35,7157,77,1086,5.8,5.72,7.62,2,1.54,2.56,21.6,65.5,81.2,1500.0,8.13,Active,Unfit
27,2701,42,1063,6.17,5.28,6.91,1,8.32,1.99,31.48,79.6,110.6,1500.0,7.92,Sedentary,Unfit
24,9063,114,1046,7.66,8.11,4.43,5,5.93,1.33,19.54,61.8,91.4,1500.0,6.48,Athlete,Fit
61,2807,19,1114,4.93,3.07,9.06,3,9.66,3.86,34.37,74.6,110.2,1500.0,3.14,Active,Unfit
31,5800,39,1121,6.46,9.44,3.9,3,6.11,3.94,22.64,61.8,90.5,1500.0,4.33,Active,Moderate
32,6705,59,1014,7.22,7.42,5.7,4,4.19,3.06,23.98,65.9,112.1,1500.0,8.06,Active,Moderate
33,10877,95,1044,7.86,6.67,7.13,4,7.66,3.45,17.87,59.5,102.2,1500.0,9.4,Active,Moderate
19,3448,27,1104,5.31,4.33,5.57,3,3.97,3.44,26.52,74.3,110.4,1500.0,10.0,Active,Unfit
47,11699,128,1020,6.74,7.66,5.06,6,5.47,1.29,19.99,56.7,97.0,1500.0,8.25,Athlete,Fit
47,6037,55,1026,5.47,4.21,7.15,5,7.58,1.89,21.27,70.1,118.5,1500.0,4.76,Athlete,Moderate
35,7550,66,984,7.26,8.66,5.18,5,6.99,1.15,22.0,62.6,88.0,1500.0,6.68,Athlete,Moderate
48,7992,85,965,7.44,7.26,4.83,2,6.32,1.8,26.42,64.5,97.1,1500.0,8.05,Active,Moderate
61,7933,66,1033,5.82,5.71,7.88,2,4.31,2.23,26.67,66.8,107.4,1500.0,7.78,Active,Unfit
30,7328,59,1198,6.37,4.91,4.58,5,6.06,2.67,27.42,69.5,106.8,1500.0,8.78,Athlete,Moderate
37,4059,23,1124,4.92,8.01,3.95,2,5.67,1.84,33.37,67.6,104.7,1500.0,6.1,Active,Unfit
52,7879,65,1058,8.59,9.27,3.51,4,5.52,3.72,22.57,64.0,104.3,1500.0,4.64,Active,Moderate
40,10515,112,1059,5.89,5.26,3.99,4,4.13,3.21,20.0,59.3,90.1,1500.0,6.9,Active,Moderate
59,8039,101,1000,6.19,4.4,6.96,3,9.49,4.14,16.0,65.2,100.0,1500.0,8.83,Active,Moderate
50,5034,52,1127,5.83,5.8,7.46,3,5.45,2.3,29.37,70.0,105.8,1500.0,7.42,Active,Unfit
55,11550,134,993,8.61,10.0,4.39,3,5.97,1.75,16.0,56.9,97.6,1500.0,4.44,Active,Moderate
52,3063,25,1187,4.91,3.44,6.45,1,6.79,2.05,29.5,74.7,101.3,1500.0,7.9,Sedentary,Unfit
53,9293,88,1016,6.11,5.69,6.38,5,4.61,3.9,19.2,61.0,112.2,1500.0,10.0,Athlete,Moderate
37,5774,76,987,7.17,4.43,6.54,2,3.5,1.85,26.85,69.3,106.2,1500.0,8.68,Active,Unfit
20,3721,60,1134,7.53,8.51,5.48,2,7.54,2.62,26.17,70.0,106.0,1500.0,7.6,Active,Moderate
25,5921,77,1085,5.85,7.34,5.56,1,6.56,3.38,30.46,67.0,103.3,1500.0,8.54,Sedentary,Moderate
57,6919,45,1133,5.83,5.61,7.11,2,9.11,3.02,18.33,65.6,96.9,1500.0,9.6,Active,Moderate
49,10652,95,912,7.01,6.27,7.62,6,4.7,3.24,18.32,59.0,94.3,1500.0,8.78,Athlete,Moderate
46,8664,70,1064,5.62,2.97,9.8,3,5.22,1.63,23.81,67.9,115.1,1500.0,2.5,Active,Unfit
24,7090,85,1074,6.68,8.51,3.45,0,6.9,2.46,27.35,61.1,97.6,1500.0,6.12,Sedentary,Moderate
19,5085,39,1176,7.33,8.49,6.0,4,6.4,2.59,27.47,69.7,106.4,1500.0,8.27,Active,Moderate
38,3008,23,1141,9.26,9.98,4.5,3,4.23,2.65,25.68,77.2,119.0,1500.0,6.03,Active,Unfit
23,6160,65,1075,7.64,5.83,5.34,3,7.73,2.66,26.37,70.6,113.4,1500.0,9.05,Active,Unfit
45,11314,110,1018,6.79,9.56,3.78,3,5.33,1.86,16.83,56.5,106.0,1500.0,2.8,Active,Moderate
59,8049,91,1016,7.83,9.71,4.75,2,6.71,2.4,22.54,70.2,95.0,1500.0,4.42,Active,Moderate
53,5939,52,1066,4.72,5.89,5.3,4,10.0,2.47,30.78,67.9,100.4,1500.0,10.0,Active,Moderate
49,8802,106,1024,5.93,5.77,3.98,2,8.03,3.6,23.24,62.4,95.8,1500.0,7.74,Active,Moderate
62,6304,48,1022,6.55,5.35,7.88,2,3.21,3.61,24.04,68.9,103.4,1500.0,7.62,Active,Unfit
59,8320,79,1018,7.33,6.49,7.12,4,5.46,1.96,18.05,62.7,109.3,1500.0,8.38,Active,Moderate
63,10175,70,1061,6.72,5.31,6.6,4,8.02,2.72,16.0,66.4,126.2,1500.0,9.64,Active,Moderate
26,8781,72,1014,7.56,8.69,7.48,3,1.75,2.79,19.93,62.1,105.3,1500.0,9.81,Active,Moderate
28,5594,64,1049,8.31,10.0,6.51,3,3.58,2.71,24.07,70.3,99.1,1500.0,4.98,Active,Moderate
40,4045,28,1013,7.22,4.03,6.3,2,6.42,2.7,30.16,73.3,106.6,1500.0,8.87,Active,Unfit
28,9132,111,1037,9.04,10.0,6.35,6,6.42,3.55,23.7,57.6,101.8,1500.0,6.07,Athlete,Fit
19,4984,52,1055,6.14,4.3,6.66,4,8.0,2.78,26.43,66.0,103.4,1500.0,7.96,Active,Moderate
20,7360,72,1057,6.41,5.27,7.65,3,4.31,2.95,24.24,63.2,104.3,1500.0,7.51,Active,Moderate
28,8494,77,1173,6.85,5.27,6.5,2,6.29,3.26,27.54,62.6,98.9,1500.0,8.22,Active,Moderate
52,8759,94,1024,5.41,6.47,6.6,2,7.47,3.01,24.47,62.5,93.6,1500.0,10.0,Active,Moderate
32,11003,126,1039,6.12,5.46,7.19,2,5.03,3.17,19.84,56.0,114.2,1500.0,9.05,Active,Moderate
60,6614,40,1120,8.04,9.0,1.39,3,6.08,2.42,31.0,66.3,113.3,1500.0,2.27,Active,Moderate
28,6210,59,1150,6.34,5.7,5.88,3,7.68,1.68,27.6,68.7,107.9,1500.0,9.2,Active,Moderate
48,8014,99,1011,4.41,4.69,7.99,3,4.68,2.06,21.32,68.7,85.2,1500.0,6.39,Active,Unfit
45,7623,76,1065,5.74,5.31,8.62,2,5.43,1.64,20.27,71.1,119.3,1500.0,6.34,Active,Unfit
45,8206,113,1092,6.94,8.08,5.47,3,5.24,3.74,23.06,62.7,107.6,1500.0,6.12,Active,Moderate
49,7029,74,1068,6.4,7.02,4.74,5,2.92,3.24,21.57,65.8,106.8,1500.0,7.75,Athlete,Moderate
42,6445,32,962,6.65,4.61,8.34,6,2.2,1.41,29.07,66.5,114.2,1500.0,6.33,Athlete,Unfit
37,4836,67,1155,7.37,8.53,6.98,3,5.87,1.79,30.65,65.6,108.1,1500.0,9.41,Active,Moderate
45,6152,43,1017,6.35,6.64,8.23,3,5.61,2.46,29.99,66.8,94.7,1500.0,6.35,Active,Unfit
42,5960,61,1135,8.22,9.35,3.34,2,4.26,3.74,29.76,67.3,106.8,1500.0,2.86,Active,Moderate
28,3349,37,1152,5.99,5.53,8.59,2,5.0,2.57,29.01,74.3,124.1,1500.0,6.26,Active,Unfit
36,11824,124,1018,7.98,7.7,4.47,2,10.0,1.52,16.0,60.7,89.8,1500.0,5.31,Active,Moderate
45,8513,70,1104,7.94,6.84,5.65,3,7.84,3.5,17.34,61.7,97.3,1500.0,7.71,Active,Moderate
18,3791,56,1087,7.39,6.21,7.54,5,6.12,4.36,35.4,74.1,102.1,1500.0,9.21,Athlete,Unfit
22,7194,85,1035,6.3,4.1,9.34,3,3.79,2.62,22.54,65.0,101.7,1500.0,4.01,Active,Moderate
27,8269,49,1085,4.61,2.59,8.34,4,8.24,2.46,20.68,59.0,104.0,1500.0,3.89,Active,Unfit
59,12324,132,1032,5.26,4.59,7.16,1,4.98,2.17,16.0,56.9,85.2,1500.0,7.94,Sedentary,Moderate
63,4443,71,1106,7.56,5.88,5.38,6,7.19,2.33,32.03,69.6,110.9,1500.0,8.35,Athlete,Moderate
51,4670,64,1188,5.59,2.92,7.77,4,7.02,1.39,29.83,68.9,94.5,1500.0,3.71,Active,Unfit
53,4242,33,1077,6.57,9.91,3.28,3,7.49,1.21,25.63,71.5,109.2,1500.0,3.9,Active,Moderate
19,6850,64,1095,6.69,7.13,2.13,1,1.92,4.39,24.89,61.7,101.9,1500.0,3.78,Sedentary,Unfit
35,4520,14,1119,5.62,7.29,5.29,4,10.0,2.84,30.64,73.6,107.2,1500.0,7.13,Active,Moderate
30,5696,89,1154,5.56,5.08,8.5,1,7.81,3.02,27.56,63.7,107.1,1500.0,5.95,Sedentary,Unfit
22,8172,91,1042,6.69,7.47,6.23,4,3.96,2.92,20.45,61.0,93.3,1500.0,8.46,Active,Moderate
37,4021,60,1039,6.63,9.83,2.88,4,6.83,3.61,30.87,69.7,103.9,1500.0,3.05,Active,Moderate
19,5230,31,1163,7.51,8.78,5.9,3,9.94,1.79,20.22,73.6,127.6,1500.0,8.04,Active,Moderate
28,8000,65,1021,8.27,7.63,3.16,2,4.68,3.39,21.92,65.4,105.7,1500.0,4.6,Active,Moderate
47,6602,60,1063,7.69,10.0,4.65,3,6.72,2.07,23.39,66.2,112.3,1500.0,4.6,Active,Moderate
49,6644,66,1028,5.73,8.63,2.38,2,6.29,2.09,27.29,71.3,117.3,1500.0,2.64,Active,Moderate
49,7607,68,1056,3.44,3.43,8.04,2,6.22,2.88,21.76,64.1,93.2,1500.0,4.98,Active,Unfit
55,2426,18,1190,5.36,8.96,5.73,1,8.92,3.51,27.38,75.2,111.2,1500.0,7.63,Sedentary,Unfit
45,4792,19,1112,5.14,2.39,8.65,6,5.61,3.39,29.96,67.6,116.5,1500.0,4.13,Athlete,Unfit
27,3058,30,1075,5.98,5.22,6.7,4,6.99,2.99,27.57,75.9,105.6,1500.0,6.63,Active,Unfit
39,4844,41,1133,6.39,7.26,6.07,6,6.6,1.58,27.55,68.5,124.8,1500.0,8.3,Athlete,Moderate
34,7372,63,960,6.69,5.92,6.61,4,5.84,3.67,24.61,66.1,98.2,1500.0,10.0,Active,Moderate
39,1000,25,1200,3.77,4.01,6.75,2,4.55,1.65,40.0,76.6,105.3,1500.0,6.79,Active,Unfit
60,7655,67,999,6.39,7.01,5.28,2,5.27,3.03,20.36,63.4,99.9,1500.0,7.13,Active,Moderate
36,8991,105,987,7.15,6.85,7.05,2,5.63,1.87,16.7,65.3,115.3,1500.0,8.68,Active,Moderate
34,1592,10,1100,6.49,6.31,4.34,7,4.14,3.44,34.0,78.8,128.8,1500.0,7.99,Athlete,Unfit
41,8880,75,1072,6.01,6.71,4.9,4,1.86,2.25,24.55,63.5,106.2,1500.0,8.96,Active,Moderate
53,4156,47,1087,6.36,6.22,5.85,5,2.49,3.07,33.04,77.2,110.9,1500.0,9.22,Athlete,Unfit
49,11707,113,1005,6.8,8.16,6.83,6,2.49,2.45,16.0,50.0,94.4,1500.0,10.0,Athlete,Moderate
63,5609,44,1187,5.23,5.35,8.37,6,6.57,3.14,26.59,66.7,126.6,1500.0,8.53,Athlete,Unfit
53,5748,42,1099,6.89,8.18,6.23,2,3.78,2.29,29.08,65.1,98.0,1500.0,7.34,Active,Unfit
45,10218,94,1067,5.84,5.99,6.14,3,6.88,3.3,17.57,59.6,109.1,1500.0,9.54,Active,Moderate
31,6613,76,998,7.19,6.25,5.05,3,1.0,2.48,27.72,71.9,105.8,1500.0,8.44,Active,Moderate
53,7455,44,1036,7.16,8.42,6.71,4,4.02,3.8,22.59,66.4,115.2,1500.0,9.33,Active,Unfit
23,5686,50,1133,6.61,6.48,7.44,1,5.33,2.18,28.62,63.5,124.5,1500.0,8.64,Sedentary,Unfit
26,7507,96,1095,7.98,7.22,5.25,0,4.86,4.67,23.74,66.3,108.2,1500.0,9.08,Sedentary,Moderate
38,5925,86,1057,5.73,9.73,4.62,4,8.89,3.27,26.02,66.4,98.4,1500.0,5.85,Active,Moderate
29,4323,63,1022,7.19,5.43,8.5,1,6.56,0.51,29.44,67.3,127.2,1500.0,7.08,Sedentary,Unfit
47,7978,69,1012,6.24,4.21,8.4,3,6.19,2.8,22.79,66.6,106.7,1500.0,7.81,Active,Unfit
48,7433,54,969,6.18,6.25,7.7,3,6.9,3.85,22.72,65.8,97.3,1500.0,7.39,Active,Moderate
57,4140,35,975,5.56,5.72,3.86,2,3.84,2.89,27.09,73.8,110.9,1500.0,8.48,Active,Unfit
21,6214,74,1079,6.89,5.36,6.7,2,6.54,3.66,21.86,69.8,102.9,1500.0,7.7,Active,Moderate
48,8108,92,1182,6.36,7.06,4.81,2,5.18,2.65,20.08,61.4,107.1,1500.0,7.88,Active,Fit
44,7410,87,1165,5.84,3.02,10.0,2,1.91,2.61,26.5,61.0,99.5,1500.0,2.87,Active,Unfit
42,9586,101,1014,7.81,9.26,2.05,1,7.2,3.09,21.61,64.6,92.9,1500.0,4.3,Sedentary,Fit
22,4941,43,1103,5.88,6.56,4.72,4,4.84,3.07,24.51,70.9,127.0,1500.0,7.5,Active,Unfit
23,6238,73,1045,5.9,4.4,9.8,2,6.49,2.87,30.07,68.5,108.5,1500.0,7.28,Active,Unfit
22,8617,67,1027,6.48,2.05,10.0,4,6.37,2.98,26.4,66.1,100.8,1500.0,1.36,Active,Unfit
44,8297,97,1086,6.14,5.06,3.8,7,6.4,1.79,18.76,66.0,122.4,1500.0,8.29,Athlete,Moderate
25,3131,47,1149,5.64,5.65,5.51,4,5.29,1.78,30.1,77.0,117.8,1500.0,8.33,Active,Unfit
26,7461,64,1134,7.77,6.19,6.31,1,5.85,1.74,24.7,65.0,99.0,1500.0,10.0,Sedentary,Unfit
32,5922,54,1097,5.95,5.69,1.0,4,4.16,2.24,25.33,69.2,117.6,1500.0,4.65,Active,Moderate
53,7400,41,1071,7.21,4.46,5.11,4,6.05,3.66,22.2,64.7,90.1,1500.0,9.56,Active,Moderate
58,6719,79,970,5.99,7.82,6.66,6,6.59,1.78,21.67,67.2,91.1,1500.0,7.85,Athlete,Moderate
24,5222,63,1056,6.88,8.22,4.3,3,6.99,2.03,29.31,74.2,126.1,1500.0,5.36,Active,Moderate
49,5364,71,1016,3.09,2.15,9.61,7,8.5,2.8,27.0,69.4,119.7,1500.0,2.7,Athlete,Unfit
25,12514,121,968,6.63,6.46,7.35,1,3.63,2.08,16.0,58.1,102.9,1500.0,10.0,Sedentary,Moderate
64,5512,22,1137,5.94,3.97,8.0,3,4.8,0.93,24.61,70.3,108.9,1500.0,4.2,Active,Unfit
32,5509,55,996,5.42,6.69,5.1,3,4.18,3.17,29.09,65.4,102.6,1500.0,7.04,Active,Moderate
54,10303,102,979,5.63,4.64,6.72,1,5.16,3.56,17.15,61.5,114.3,1500.0,7.83,Sedentary,Moderate
36,5375,39,1039,6.16,6.81,7.28,4,6.67,3.37,20.26,65.2,117.7,1500.0,9.08,Active,Moderate
56,6087,52,1019,6.5,6.38,5.66,5,10.0,3.69,24.73,64.0,120.6,1500.0,9.97,Athlete,Moderate
23,6061,67,1028,5.36,6.42,6.79,4,4.46,1.41,23.1,66.7,106.4,1500.0,9.11,Active,Moderate
36,3615,34,1057,7.05,7.77,5.27,3,9.14,3.97,35.76,71.3,116.1,1500.0,8.58,Active,Moderate
45,9963,113,1013,7.69,6.63,7.1,5,6.26,1.53,16.0,64.7,98.8,1500.0,10.0,Athlete,Moderate
34,6858,78,1116,5.94,6.11,7.0,4,4.15,1.71,27.17,63.9,91.2,1500.0,9.05,Active,Moderate
59,1000,10,1160,7.48,6.15,7.59,1,4.53,2.99,35.61,82.4,126.8,1500.0,10.0,Sedentary,Unfit
36,4790,57,1148,5.75,7.08,3.67,2,5.41,2.9,29.04,69.8,125.4,1500.0,4.65,Active,Unfit
48,5411,64,1152,5.99,7.78,6.4,3,9.48,2.55,29.45,65.3,109.3,1500.0,8.26,Active,Moderate
28,6405,82,1107,6.5,8.61,3.65,2,6.67,1.77,27.8,62.4,112.3,1500.0,6.63,Active,Moderate
32,5760,57,1093,4.12,5.05,6.18,6,7.0,2.69,30.99,65.4,91.1,1500.0,10.0,Athlete,Unfit
27,7176,50,1145,5.65,7.26,4.63,2,7.02,0.72,18.98,66.0,108.6,1500.0,7.13,Active,Moderate
60,5003,28,1144,8.61,8.6,6.05,3,3.1,3.2,22.7,72.6,111.4,1500.0,6.1,Active,Unfit
40,6254,39,1063,5.16,6.01,7.67,7,6.56,3.16,25.5,69.1,98.7,1500.0,7.44,Athlete,Moderate
20,9589,105,1053,5.26,1.4,9.6,4,10.0,0.5,16.74,60.9,119.0,1500.0,1.36,Active,Moderate
20,6643,92,956,8.23,10.0,3.05,7,4.23,3.28,20.05,67.8,90.9,1500.0,2.56,Athlete,Unfit
35,8160,61,1163,7.29,8.16,5.41,3,8.11,3.75,23.17,63.2,110.6,1500.0,7.4,Active,Fit
42,8853,86,1019,6.43,5.11,8.13,2,1.15,2.31,24.15,63.9,111.7,1500.0,5.09,Active,Unfit
60,8025,92,1014,6.68,6.73,7.5,3,9.16,4.22,19.66,61.5,111.4,1500.0,8.79,Active,Moderate
37,8965,71,1073,6.51,4.71,6.59,2,8.39,2.54,18.73,58.8,97.0,1500.0,7.29,Active,Moderate
46,8311,79,989,8.3,6.14,6.79,2,4.07,2.61,23.75,67.3,95.2,1500.0,7.63,Active,Moderate
39,6262,53,1146,5.55,6.59,5.18,1,8.1,2.41,27.87,65.3,111.4,1500.0,9.62,Sedentary,Moderate
32,11403,124,1035,3.03,3.79,9.1,1,6.19,2.66,16.22,55.9,84.6,1500.0,6.76,Sedentary,Unfit
56,4176,15,1144,4.88,3.27,9.67,5,6.73,1.85,28.76,75.2,140.3,1500.0,2.58,Athlete,Unfit
27,7489,67,1021,7.75,6.97,7.02,3,9.05,1.47,19.07,60.4,107.5,1500.0,9.89,Active,Moderate
38,12040,158,918,7.54,5.66,8.7,5,5.58,4.72,16.0,51.5,81.4,1500.0,6.95,Athlete,Moderate
46,5245,56,1015,4.98,4.76,6.48,6,2.99,2.35,26.71,75.9,126.8,1500.0,7.6,Athlete,Unfit
49,7484,61,1044,5.91,2.44,10.0,2,5.53,2.85,24.44,67.5,101.0,1500.0,1.03,Active,Unfit
27,4664,71,1140,4.41,4.54,4.04,4,6.03,3.46,25.25,70.8,122.0,1500.0,10.0,Active,Unfit
30,7546,83,1088,8.66,8.38,5.16,2,8.13,2.68,21.49,67.9,114.6,1500.0,5.85,Active,Moderate
64,8248,102,1084,6.96,6.45,4.68,2,5.69,3.43,22.84,62.7,91.3,1500.0,9.59,Active,Moderate
40,12655,102,1024,6.94,10.0,6.4,2,8.72,3.54,16.0,52.8,80.0,1500.0,6.73,Active,Moderate
40,5042,31,1063,6.41,8.65,7.28,3,7.54,2.3,26.97,67.7,112.7,1500.0,9.29,Active,Moderate
48,6021,35,1120,7.8,9.28,3.88,5,8.07,3.07,22.6,72.4,114.1,1500.0,3.11,Athlete,Moderate
21,10761,93,1132,6.19,2.76,10.0,4,7.09,3.36,16.0,58.0,119.6,1500.0,1.53,Active,Unfit
20,6224,25,1123,7.35,6.56,7.76,3,7.65,2.86,27.7,60.8,88.1,1500.0,6.92,Active,Unfit
38,1000,10,1092,7.36,8.18,5.7,2,9.07,1.62,35.87,80.7,111.8,1500.0,5.16,Active,Unfit
19,8253,83,1151,6.91,7.18,7.13,1,6.33,1.71,18.55,65.1,105.0,1500.0,9.48,Sedentary,Moderate
21,5229,59,1034,6.93,7.38,4.13,2,3.52,2.17,24.7,72.0,93.8,1500.0,5.96,Active,Moderate
18,4672,41,1157,6.33,4.54,7.27,5,5.09,3.54,27.76,68.8,100.3,1500.0,7.58,Athlete,Unfit
32,9241,103,973,7.1,4.57,6.09,5,5.73,2.21,20.53,65.7,105.8,1500.0,10.0,Athlete,Moderate
50,10389,92,1004,6.36,5.76,6.57,4,5.43,2.65,19.7,62.9,114.7,1500.0,10.0,Active,Moderate
23,6376,81,1028,5.26,7.23,6.78,2,8.19,3.29,28.61,67.3,124.0,1500.0,10.0,Active,Moderate
24,8764,73,1033,7.9,5.76,5.71,6,5.49,0.54,18.77,67.4,106.0,1500.0,9.44,Athlete,Moderate
36,5642,48,1128,5.5,8.13,5.4,2,4.12,2.34,25.34,68.3,95.1,1500.0,8.35,Active,Unfit
61,8000,90,1006,7.01,4.85,7.22,1,3.75,3.83,27.51,59.8,97.8,1500.0,6.39,Sedentary,Moderate
18,5628,81,907,4.42,5.66,6.81,2,6.3,1.81,27.5,64.5,104.9,1500.0,10.0,Active,Unfit
56,6358,54,949,6.03,2.58,5.43,2,8.01,4.15,25.19,63.8,125.3,1500.0,7.73,Active,Moderate
36,7516,78,1065,8.68,10.0,3.7,2,7.01,1.43,24.45,66.9,110.4,1500.0,4.32,Active,Moderate
62,8530,55,1014,6.4,6.58,4.46,2,7.92,2.23,19.73,62.9,91.1,1500.0,8.84,Active,Moderate
43,5819,63,1067,6.67,7.35,5.99,2,4.56,2.22,26.91,70.7,113.5,1500.0,8.39,Active,Moderate
61,6152,61,1119,6.28,5.76,9.07,3,6.24,2.44,27.87,63.8,114.6,1500.0,6.43,Active,Unfit
29,5183,16,1200,5.29,5.14,6.46,2,4.99,2.63,25.64,68.8,118.8,1500.0,10.0,Active,Unfit
39,7340,72,1085,6.28,7.06,6.77,4,8.44,2.47,22.77,67.1,117.5,1500.0,9.26,Active,Moderate
30,10416,84,991,6.06,5.98,7.66,0,4.83,3.32,20.28,53.0,89.9,1500.0,8.77,Sedentary,Moderate
45,5221,72,1121,6.98,6.51,8.75,4,7.02,1.32,26.75,65.9,94.2,1500.0,8.92,Active,Unfit
31,3299,36,1123,7.93,7.79,2.74,1,9.39,3.4,28.87,78.0,124.7,1500.0,4.11,Sedentary,Fit
39,8191,70,1029,6.02,6.74,5.48,1,4.27,1.77,19.46,57.1,95.6,1500.0,7.77,Sedentary,Moderate
47,11066,103,985,5.13,4.46,8.13,1,7.38,2.35,18.1,57.8,101.5,1500.0,4.91,Sedentary,Moderate
61,10167,130,1054,6.87,5.47,5.26,5,3.77,1.59,19.46,64.8,102.3,1500.0,10.0,Athlete,Moderate
37,5146,36,1075,8.5,8.42,6.06,5,3.48,1.95,25.53,68.6,118.5,1500.0,8.47,Athlete,Moderate
61,9187,85,1021,6.44,7.51,4.72,4,6.95,3.35,25.74,67.1,122.1,1500.0,6.7,Active,Moderate
44,5050,51,1091,5.96,3.75,7.22,2,4.64,3.71,26.08,70.3,116.4,1500.0,5.98,Active,Unfit
55,6239,72,1027,6.16,4.66,6.91,4,6.09,2.6,28.38,61.6,99.7,1500.0,5.82,Active,Moderate
59,6111,68,1040,4.94,3.8,7.47,6,5.2,3.2,26.83,69.8,121.6,1500.0,6.11,Athlete,Unfit
58,7157,71,1118,6.07,8.3,7.28,2,5.47,2.79,22.75,65.0,110.7,1500.0,9.39,Active,Moderate
51,6882,44,1088,7.63,6.2,8.18,5,6.46,2.78,28.34,64.4,108.4,1500.0,7.69,Athlete,Unfit
56,6527,64,1115,6.66,5.51,5.74,3,6.37,3.11,23.69,68.9,101.0,1500.0,10.0,Active,Moderate
58,1593,30,1092,4.25,2.49,8.64,3,4.63,2.4,35.61,75.0,118.1,1500.0,4.91,Active,Unfit
61,6613,81,975,6.13,3.38,10.0,6,5.91,3.13,21.97,71.7,104.1,1500.0,4.97,Athlete,Unfit
54,2472,15,1041,4.73,4.84,7.41,4,6.37,2.17,32.08,81.2,113.4,1500.0,6.44,Active,Unfit
18,6701,50,1035,4.43,4.31,8.5,4,3.58,3.09,23.24,71.7,107.4,1500.0,6.28,Active,Unfit
32,6332,49,1151,5.73,6.35,4.87,4,4.39,1.06,21.07,70.1,112.2,1500.0,7.31,Active,Unfit
49,6953,72,1110,7.45,6.7,9.0,6,3.04,1.84,26.08,63.8,107.2,1500.0,8.94,Athlete,Unfit
25,7968,90,938,6.11,6.27,6.23,2,2.27,2.14,20.2,64.4,86.7,1500.0,10.0,Active,Moderate
50,11186,130,1141,5.59,4.96,9.32,5,4.94,2.65,16.0,56.4,93.4,1500.0,5.19,Athlete,Moderate
35,7304,43,1042,5.01,5.86,5.52,4,1.0,2.56,25.71,62.6,103.5,1500.0,8.88,Active,Unfit
62,5991,43,1066,8.03,6.98,6.02,5,3.76,2.0,21.62,66.1,101.0,1500.0,9.95,Athlete,Moderate
46,4055,39,1200,5.81,6.46,6.43,7,7.75,1.63,26.83,74.6,120.8,1500.0,9.61,Athlete,Unfit
49,6891,78,1041,5.07,4.68,5.23,3,6.24,2.67,25.39,65.1,131.0,1500.0,6.48,Active,Moderate
50,3056,10,1102,6.69,6.97,5.38,1,4.39,2.76,29.77,79.9,133.2,1500.0,8.79,Sedentary,Unfit
22,5947,72,1099,6.71,7.97,5.15,1,4.88,1.88,23.19,72.5,136.9,1500.0,8.75,Sedentary,Moderate
35,6944,62,1150,5.16,3.86,9.2,5,4.98,3.35,21.22,68.2,117.6,1500.0,4.99,Athlete,Unfit
27,8263,71,1129,6.28,7.16,5.63,0,8.57,1.6,23.8,65.0,109.4,1500.0,8.43,Sedentary,Moderate
53,7119,83,1135,7.39,6.46,3.1,1,5.71,2.7,21.16,63.7,96.8,1500.0,5.01,Sedentary,Moderate
50,5063,61,1142,4.04,4.43,7.42,4,5.71,2.33,27.35,72.1,112.9,1500.0,6.33,Active,Unfit
